protein_id,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome_Vacuole,Golgi apparatus,Peroxisome
KRA14_HUMAN,0.659699976,0.384900004,0.235200003,0.385600001,0.2773,0.0198,0.218099996,0.200499997,0.203400001,0.0057
OR4A8_HUMAN,0.155300006,0.093800001,0.035500001,0.888700008,0.119599998,0.009,0.128299996,0.222100005,0.080499999,0.0185
OR4Q2_HUMAN,0.130999997,0.1373,0.034200002,0.8926,0.187800005,0.0145,0.108900003,0.230800003,0.084200002,0.015
OR5G3_HUMAN,0.141800001,0.138799995,0.054699998,0.875800014,0.166999996,0.0083,0.089699998,0.150600001,0.078000002,0.0145
O5AC1_HUMAN,0.136800006,0.114299998,0.073700003,0.861299992,0.136299998,0.0048,0.1382,0.172999993,0.079499997,0.0207
O10J4_HUMAN,0.162,0.145400003,0.057799999,0.880699992,0.152099997,0.005,0.085600004,0.189700007,0.071199998,0.044300001
O52Z1_HUMAN,0.180999994,0.086000003,0.0337,0.935400009,0.116300002,0.0177,0.204099998,0.229699999,0.123800002,0.0189
ZGLP1_HUMAN,0.356700003,0.798600018,0.061500002,0.109800003,0.29519999,0.0008,0.127900004,0.135399997,0.117700003,0.0143
LIGO3_HUMAN,0.172000006,0.133399993,0.248999998,0.803900003,0.057999998,0.0017,0.317799985,0.294699997,0.284000009,0.0198
F153B_HUMAN,0.495000005,0.378100008,0.063299999,0.690199971,0.319200009,0.041499998,0.257200003,0.351099998,0.450500011,0.098999999
U17L7_HUMAN,0.623600006,0.676100016,0.048900001,0.1065,0.135100007,0.0016,0.269400001,0.116999999,0.161599994,0.038800001
U17L8_HUMAN,0.633899987,0.713500023,0.069300003,0.118000001,0.122699998,0.0012,0.221799999,0.087800004,0.113499999,0.029100001
ISK8_HUMAN,0.167799994,0.060800001,0.912400007,0.202900007,0.082000002,0.030200001,0.194999993,0.266299993,0.145300001,0.0029
OR8U8_HUMAN,0.126300007,0.144299999,0.039299998,0.830799997,0.130099997,0.0074,0.084600002,0.173999995,0.0889,0.029300001
OR8U9_HUMAN,0.133499995,0.132100001,0.050000001,0.831900001,0.141399994,0.0061,0.088500001,0.176100001,0.079899997,0.0285
UCRIL_HUMAN,0.176300004,0.086900003,0.040199999,0.032600001,0.92110002,0.294999987,0.106700003,0.025699999,0.113799997,0.242300004
ARMS2_HUMAN,0.506600022,0.538399994,0.186299995,0.223000005,0.355500013,0.047600001,0.154699996,0.25029999,0.229200006,0.144999996
S35G6_HUMAN,0.165700004,0.178499997,0.0308,0.242200002,0.215499997,0.0189,0.636600018,0.401600003,0.750100017,0.0124
OR2T7_HUMAN,0.136700004,0.1237,0.039299998,0.861999989,0.203600004,0.0148,0.0911,0.225600004,0.066600002,0.102600001
O56A5_HUMAN,0.164100006,0.096799999,0.0264,0.947000027,0.186199993,0.0251,0.186499998,0.308899999,0.134100005,0.0164
HMSDV_HUMAN,0.448199987,0.435799986,0.3741,0.086999997,0.314200014,0.0305,0.414000005,0.308800012,0.265599996,0.290399998
ASA2B_HUMAN,0.361900002,0.274500012,0.788299978,0.159299999,0.269800007,0.023499999,0.120899998,0.314099997,0.150800005,0.381199986
SC11B_HUMAN,0.175400004,0.169499993,0.031099999,0.152600005,0.363599986,0.0317,0.856100023,0.198500007,0.125799999,0.0067
TBC3H_HUMAN,0.611599982,0.316799998,0.132599995,0.499900013,0.086499996,0.0005,0.340900004,0.344599992,0.165299997,0.178900003
PIRT_HUMAN,0.2183,0.167300001,0.0801,0.704900026,0.128000006,0.019200001,0.378600001,0.532100022,0.74180001,0.0078
MS3L2_HUMAN,0.481400013,0.770500004,0.0361,0.076899998,0.155699998,0.0041,0.105599999,0.054200001,0.079099998,0.007
ZN735_HUMAN,0.213300005,0.797900021,0.032900002,0.0594,0.043900002,0.0004,0.034299999,0.055,0.028000001,0.0048
PAB4L_HUMAN,0.743099988,0.656599998,0.258899987,0.033199999,0.263000011,0.0103,0.074000001,0.034600001,0.042100001,0.0053
TRGC1_HUMAN,0.288199991,0.062899999,0.102300003,0.893899977,0.0305,0.0018,0.452800006,0.280800015,0.333400011,0.075499997
ZSA5D_HUMAN,0.274100006,0.89230001,0.049199998,0.039299998,0.072899997,0.0021,0.0208,0.048599999,0.0197,0.0188
GKN3_HUMAN,0.237499997,0.269600004,0.644400001,0.059900001,0.444299996,0.187999994,0.429899991,0.373299986,0.318500012,0.0077
DERPC_HUMAN,0.398699999,0.743600011,0.404000014,0.046399999,0.097099997,0.027899999,0.031099999,0.0506,0.083300002,0.0061
DR4L1_HUMAN,0.144999996,0.2491,0.037700001,0.111400001,0.698899984,0.0471,0.046100002,0.0539,0.0173,0.752300024
Z286B_HUMAN,0.251399994,0.821399987,0.040100001,0.096900001,0.0757,0.0008,0.037500001,0.074699998,0.0319,0.0117
CFC1B_HUMAN,0.149399996,0.136700004,0.817300022,0.66869998,0.099699996,0.0029,0.278499991,0.268999994,0.296600014,0.0306
SP9_HUMAN,0.340000004,0.946799994,0.0103,0.061299998,0.095399998,0.0004,0.032900002,0.0328,0.0263,0.0032
Z705D_HUMAN,0.219500005,0.818400025,0.028999999,0.058200002,0.053800002,0.0004,0.034699999,0.0436,0.0275,0.0166
TR49C_HUMAN,0.753300011,0.550800025,0.084799998,0.0704,0.241799995,0.0005,0.235699996,0.292899996,0.188700005,0.062399998
HMN5_HUMAN,0.395000011,0.461699992,0.222100005,0.096000001,0.405299991,0.122500002,0.307000011,0.214100003,0.238800004,0.137600005
S352B_HUMAN,0.0669,0.199100003,0.0143,0.266499996,0.187199995,0.0052,0.625199974,0.554700017,0.875400007,0.154799998
S35E2_HUMAN,0.037900001,0.246199995,0.0176,0.27579999,0.219500005,0.016000001,0.63499999,0.324400008,0.907800019,0.065099999
GG12I_HUMAN,0.710399985,0.762600005,0.062799998,0.123800002,0.289499998,0.0079,0.119099997,0.070600003,0.0493,0.0035
TSPY3_HUMAN,0.611000001,0.656300008,0.163900003,0.261299998,0.277200013,0.0022,0.363499999,0.248099998,0.193900004,0.032499999
TSPY4_HUMAN,0.620899975,0.626900017,0.184100002,0.264800012,0.255199999,0.0025,0.372599989,0.240199998,0.196999997,0.036699999
TSPY8_HUMAN,0.620500028,0.651300013,0.167500004,0.252000004,0.291099995,0.002,0.375499994,0.261099994,0.199900001,0.033399999
TSPYA_HUMAN,0.611000001,0.656300008,0.163900003,0.261299998,0.277200013,0.0022,0.363499999,0.248099998,0.193900004,0.032499999
LIMS4_HUMAN,0.698899984,0.347600013,0.075999998,0.26879999,0.1096,0.0103,0.205599993,0.203799993,0.41080001,0.0071
RGPD1_HUMAN,0.510999978,0.559199989,0.126900002,0.084399998,0.182699993,0.035700001,0.34830001,0.309500009,0.406699985,0.111199997
RGPD2_HUMAN,0.496600002,0.564800024,0.144199997,0.082699999,0.167199999,0.035999998,0.335999995,0.298700005,0.405299991,0.110600002
MPC1L_HUMAN,0.139599994,0.073399998,0.0429,0.097800002,0.836799979,0.094899997,0.507799983,0.071500003,0.177599996,0.335999995
S31C1_HUMAN,0.378600001,0.186700001,0.218099996,0.25819999,0.109300002,0.006,0.708999991,0.353799999,0.433400005,0.185399994
M1BL1_HUMAN,0.378800005,0.312900007,0.457500011,0.1884,0.550700009,0.078500003,0.180800006,0.0139,0.071699999,0.0427
SRG2B_HUMAN,0.65990001,0.382699996,0.058699999,0.56279999,0.287600011,0.0004,0.183300003,0.523899972,0.380899996,0.0027
MLN_HUMAN,0.403400004,0.241300002,0.433200002,0.210700005,0.388399988,0.073700003,0.557699978,0.576600015,0.371100008,0.157299995
OR83P_HUMAN,0.127599999,0.130500004,0.049199998,0.833100021,0.134100005,0.0079,0.107199997,0.143900007,0.050700001,0.0722
PAL4F_HUMAN,0.637399971,0.352999985,0.59009999,0.30309999,0.1822,0.0484,0.278800011,0.058499999,0.0196,0.032900002
PAL4G_HUMAN,0.6329,0.329699993,0.493800014,0.270999998,0.186000004,0.0416,0.363200009,0.077,0.024900001,0.036600001
OR5H8_HUMAN,0.130099997,0.117899999,0.066100001,0.862999976,0.154599994,0.0067,0.118199997,0.157700002,0.073100001,0.0109
O13C7_HUMAN,0.1391,0.0977,0.036800001,0.888999999,0.198100001,0.0128,0.135600001,0.186399996,0.074000001,0.047200002
O12D1_HUMAN,0.150199994,0.145699993,0.034000002,0.893299997,0.159600005,0.007,0.090000004,0.210600004,0.084200002,0.0163
IGA2_HUMAN,0.404799998,0.157399997,0.773899972,0.624100029,0.216999993,0.0064,0.213,0.189999998,0.252200007,0.0096
IGK_HUMAN,0.400999993,0.078299999,0.957700014,0.56220001,0.368400007,0.038899999,0.205400005,0.334399998,0.1043,0.020099999
IGL1_HUMAN,0.430500001,0.067000002,0.96450001,0.518999994,0.352200001,0.034899998,0.303600013,0.270999998,0.1558,0.023
HV108_HUMAN,0.096699998,0.0263,0.725199997,0.1787,0.041299999,0.0277,0.42019999,0.1118,0.0502,0.0458
HVC33_HUMAN,0.078000002,0.0244,0.58160001,0.288700014,0.038199998,0.0273,0.622699976,0.172700003,0.099299997,0.0517
HVC05_HUMAN,0.082500003,0.024599999,0.576499999,0.289099991,0.039999999,0.027799999,0.610599995,0.174700007,0.097400002,0.051399998
HV43D_HUMAN,0.084399998,0.025699999,0.620999992,0.273200005,0.037300002,0.035500001,0.64319998,0.1602,0.1052,0.046
HVD34_HUMAN,0.104699999,0.056600001,0.77700001,0.203199998,0.0306,0.0123,0.504899979,0.148499995,0.085100003,0.0726
HV431_HUMAN,0.107900001,0.057,0.745299995,0.204300001,0.032000002,0.012,0.533399999,0.1391,0.080899999,0.060400002
HVD82_HUMAN,0.111900002,0.0537,0.747799993,0.211300001,0.035300002,0.0112,0.528400004,0.144999996,0.082099997,0.073600002
KV113_HUMAN,0.085500002,0.049800001,0.658599973,0.530900002,0.0154,0.0102,0.397599995,0.162100002,0.134000003,0.070299998
VSXL2_HUMAN,0.246399999,0.145899996,0.379099995,0.827899992,0.103299998,0.0055,0.373600006,0.426699996,0.3134,0.052499998
D130B_HUMAN,0.097999997,0.067699999,0.975799978,0.144400001,0.046999998,0.0208,0.081500001,0.157000005,0.091300003,0.0024
RPC22_HUMAN,0.232500002,0.927399993,0.073700003,0.038699999,0.043900002,0.0011,0.047699999,0.017899999,0.0075,0.0068
NBPF9_HUMAN,0.650200009,0.647800028,0.127499998,0.131899998,0.080600001,0.0081,0.118100002,0.300900012,0.153899997,0.0198
TVA35_HUMAN,0.141200006,0.102499999,0.879899979,0.322400004,0.023399999,0.0027,0.48269999,0.185699999,0.154699996,0.0127
TVB63_HUMAN,0.138500005,0.050999999,0.659799993,0.337900013,0.054400001,0.0178,0.632700026,0.1149,0.209999993,0.088200003
GAL3A_HUMAN,0.189199999,0.0634,0.253899992,0.074199997,0.685899973,0.364800006,0.122699998,0.079599999,0.200399995,0.052000001
DT3UO_HUMAN,0.403499991,0.646200001,0.191799998,0.117600001,0.34709999,0.021500001,0.27790001,0.1197,0.166500002,0.087099999
NPY42_HUMAN,0.178399995,0.083099999,0.0104,0.856400013,0.082099997,0.0033,0.241899997,0.361299992,0.223199993,0.0131
KVD37_HUMAN,0.0832,0.052200001,0.721700013,0.524699986,0.0167,0.0127,0.420899987,0.169599995,0.111699998,0.061299998
SCGR9_HUMAN,0.613300025,0.438699991,0.390500009,0.287699997,0.427899987,0.082800001,0.168500006,0.145600006,0.125100002,0.0076
SPD11_HUMAN,0.415699989,0.713800013,0.0427,0.112499997,0.196799994,0.0012,0.264200002,0.053399999,0.087200001,0.003
HV383_HUMAN,0.1294,0.033100002,0.637499988,0.286300004,0.0405,0.01,0.601199985,0.162499994,0.096000001,0.0361
HV511_HUMAN,0.125699997,0.074699998,0.67809999,0.46509999,0.0425,0.0232,0.61500001,0.143199995,0.147799999,0.036400001
ZTRF1_HUMAN,0.336299986,0.918799996,0.083800003,0.0319,0.0405,0.0006,0.049699999,0.0272,0.031399999,0.0006
HV384_HUMAN,0.094899997,0.040100001,0.719399989,0.147100002,0.0308,0.036400001,0.450800002,0.135900006,0.043099999,0.067199998
HRURF_HUMAN,0.536800027,0.398699999,0.636300027,0.148300007,0.329899997,0.0766,0.097499996,0.113399997,0.171399996,0.082599998
TPRX2_HUMAN,0.269199997,0.810000002,0.0024,0.046700001,0.069399998,0.0009,0.0592,0.055,0.059799999,0.02
GLI4_HUMAN,0.231000006,0.832099974,0.034499999,0.130600005,0.173899993,0.0003,0.035100002,0.129299998,0.066100001,0.0196
PSG2_HUMAN,0.340900004,0.199300006,0.645699978,0.459899992,0.0836,0.0041,0.237599999,0.209600002,0.109200001,0.109300002
CRGA_HUMAN,0.722199976,0.39379999,0.579999983,0.020400001,0.124899998,0.001,0.343300015,0.373199999,0.202900007,0.0112
MYCP1_HUMAN,0.486200005,0.886699975,0.0125,0.037099998,0.212799996,0.0003,0.0372,0.249300003,0.134900004,0.0028
GLPE_HUMAN,0.130600005,0.161500007,0.68870002,0.31099999,0.105599999,0.037599999,0.523800015,0.463,0.249799997,0.046700001
ZN823_HUMAN,0.236499995,0.764800012,0.0128,0.056499999,0.190899998,0.0009,0.0572,0.046599999,0.0262,0.0098
CRIS2_HUMAN,0.188999996,0.081799999,0.938600004,0.215499997,0.083499998,0.014,0.227899998,0.2465,0.191200003,0.0189
ZNF14_HUMAN,0.2755,0.737100005,0.024499999,0.047699999,0.1127,0.0009,0.050500002,0.043400001,0.034400001,0.0112
PTMS_HUMAN,0.377900004,0.935199976,0.414400011,0.123899996,0.067900002,0.0005,0.039000001,0.0064,0.0239,0.0003
HXC12_HUMAN,0.253600001,0.738200009,0.0263,0.089400001,0.134200007,0.0008,0.0471,0.059500001,0.02,0.014
MAS1L_HUMAN,0.292699993,0.061099999,0.064000003,0.805400014,0.099600002,0.0034,0.398699999,0.256000012,0.344500005,0.020500001
MAGA5_HUMAN,0.60650003,0.565299988,0.163599998,0.212300003,0.281500012,0.0077,0.213200003,0.205899999,0.228300005,0.234400004
MAGA9_HUMAN,0.609200001,0.629700005,0.101999998,0.171399996,0.104999997,0.002,0.1435,0.566399992,0.243000001,0.067400001
MAGB1_HUMAN,0.478799999,0.727199972,0.176499993,0.201000005,0.107000001,0.0017,0.123599999,0.323100001,0.169100001,0.0239
OR3A1_HUMAN,0.120399997,0.140599996,0.0337,0.908900023,0.195099995,0.0055,0.069300003,0.183400005,0.101300001,0.0077
OR1D4_HUMAN,0.196400002,0.144199997,0.038800001,0.860300004,0.173999995,0.0049,0.1206,0.251399994,0.066299997,0.049199998
OR1G1_HUMAN,0.178000003,0.175600007,0.039999999,0.815199971,0.135100007,0.0044,0.132799998,0.223700002,0.0669,0.034299999
MT4_HUMAN,0.590699971,0.195299998,0.679099977,0.232199997,0.412800014,0.108900003,0.106200002,0.0251,0.081699997,0.015900001
HSP77_HUMAN,0.555100024,0.555100024,0.40169999,0.202999994,0.261599988,0.0018,0.061500002,0.200100005,0.0955,0.073700003
ZNF84_HUMAN,0.252799988,0.752200007,0.025,0.065899998,0.056299999,0.0005,0.041700002,0.063699998,0.035100002,0.0067
ZN157_HUMAN,0.190799996,0.735000014,0.025,0.067599997,0.102799997,0.0006,0.038899999,0.089100003,0.034600001,0.005
CDR1_HUMAN,0.351700008,0.638800025,0.173500001,0.059700001,0.059999999,0.0048,0.273200005,0.370599985,0.163599998,0.003
ZN132_HUMAN,0.241999999,0.76849997,0.0178,0.111900002,0.092399999,0.0004,0.0495,0.066399999,0.031399999,0.0187
ZN137_HUMAN,0.254700005,0.772800028,0.051800001,0.079899997,0.172099993,0.0026,0.0341,0.126100004,0.041900001,0.0137
CRIP2_HUMAN,0.638400018,0.3662,0.019200001,0.528400004,0.109099999,0.0594,0.158700004,0.135399997,0.115500003,0.0006
SH3BG_HUMAN,0.599399984,0.456800014,0.158700004,0.209299996,0.521799982,0.0394,0.340799987,0.361499995,0.46509999,0.163699999
CLD12_HUMAN,0.123899996,0.119900003,0.0583,0.875800014,0.0876,0.016899999,0.242799997,0.264400005,0.308600008,0.001
RWD2B_HUMAN,0.74180001,0.550000012,0.176400006,0.146200001,0.440899998,0.0124,0.034499999,0.164299995,0.173800007,0.0078
OR1D5_HUMAN,0.188299999,0.144700006,0.041700002,0.861800015,0.163000003,0.0049,0.111699998,0.226400003,0.064800002,0.051100001
OR4D2_HUMAN,0.135199994,0.1109,0.0286,0.900200009,0.206499994,0.019099999,0.114600003,0.257499993,0.068599999,0.032400001
O10A3_HUMAN,0.125300005,0.117799997,0.0383,0.915199995,0.163100004,0.0054,0.104800001,0.170499995,0.071099997,0.0372
SIM11_HUMAN,0.2403,0.217800006,0.110299997,0.394499987,0.502399981,0.0113,0.668900013,0.269199997,0.194000006,0.0122
FXYD7_HUMAN,0.143999994,0.102799997,0.091200002,0.906300008,0.053199999,0.0018,0.291799992,0.424199998,0.206499994,0.032600001
T2R41_HUMAN,0.198300004,0.057,0.0933,0.849399984,0.152500004,0.0013,0.290399998,0.268299997,0.195800006,0.0077
T2R45_HUMAN,0.233999997,0.041000001,0.081900001,0.803499997,0.093099996,0.0015,0.247099996,0.219300002,0.211700007,0.0297
T2R60_HUMAN,0.186700001,0.057599999,0.097999997,0.867500007,0.167699993,0.0024,0.199399993,0.207699999,0.160699993,0.0036
OR2B8_HUMAN,0.162,0.111000001,0.037900001,0.880500019,0.211199999,0.0042,0.1052,0.234400004,0.052999999,0.0285
PROF3_HUMAN,0.69690001,0.495499998,0.0583,0.232800007,0.194000006,0.0023,0.317600012,0.430400014,0.145400003,0.0154
KTDAP_HUMAN,0.116899997,0.057,0.904200017,0.103,0.0348,0.0119,0.153099999,0.109899998,0.150199994,0.0017
ZC3H6_HUMAN,0.294699997,0.921400011,0.151500002,0.0251,0.0146,0.0022,0.0438,0.022299999,0.048099998,0.0004
YPEL3_HUMAN,0.615800023,0.422800004,0.059500001,0.112800002,0.340200007,0.0106,0.137700006,0.484899998,0.226600006,0.0197
ENK25_HUMAN,0.170699999,0.2579,0.1338,0.611699998,0.158299997,0.050099999,0.433400005,0.386099994,0.2051,0.117200002
LCN6_HUMAN,0.173299998,0.087499999,0.927900016,0.174999997,0.094700001,0.0038,0.365500003,0.216000006,0.182300001,0.062399998
VPK21_HUMAN,0.455799997,0.469399989,0.266200006,0.224600002,0.082500003,0.0058,0.041200001,0.211899996,0.192900002,0.0032
VPK19_HUMAN,0.490500003,0.484899998,0.371100008,0.1664,0.069600001,0.0043,0.042599998,0.184100002,0.177100003,0.0033
VP113_HUMAN,0.484800011,0.479000002,0.275599986,0.183899999,0.074699998,0.0067,0.0469,0.207800001,0.189600006,0.0033
VPK8_HUMAN,0.495499998,0.496199995,0.412,0.204600006,0.063000001,0.0052,0.041299999,0.166999996,0.138099998,0.0027
VPK04_HUMAN,0.499599993,0.447400004,0.279599994,0.200599998,0.062700003,0.008,0.049899999,0.228599995,0.205300003,0.003
VPK25_HUMAN,0.475100011,0.458200008,0.282599986,0.2095,0.071599998,0.0064,0.042599998,0.210099995,0.193200007,0.0028
VPK9_HUMAN,0.486799985,0.492700011,0.409000009,0.209199995,0.065300003,0.0051,0.042199999,0.165299997,0.136700004,0.0025
VPK7_HUMAN,0.480399996,0.468600005,0.284299999,0.198500007,0.075999998,0.0064,0.045200001,0.210299999,0.190099999,0.0029
SELW_HUMAN,0.782899976,0.378600001,0.020400001,0.473399997,0.29339999,0.035799999,0.082500003,0.062199999,0.0427,0.0128
RT10_HUMAN,0.161699995,0.1087,0.036200002,0.058200002,0.978399992,0.088799998,0.0283,0.0308,0.067900002,0.0123
KGD4_HUMAN,0.174999997,0.189700007,0.0147,0.139599994,0.98119998,0.0141,0.039500002,0.0174,0.050000001,0.033300001
MXRA7_HUMAN,0.211999997,0.248600006,0.291799992,0.344900012,0.340000004,0.0018,0.740499973,0.225700006,0.494899988,0.085199997
CCZ1B_HUMAN,0.569700003,0.2412,0.030200001,0.315299988,0.071999997,0.0008,0.399100006,0.841199994,0.512700021,0.0019
ZN200_HUMAN,0.235400006,0.859499991,0.045600001,0.085000001,0.081600003,0.0029,0.022500001,0.0889,0.027799999,0.0037
ECT2L_HUMAN,0.647300005,0.268000007,0.0625,0.25850001,0.197699994,0.0066,0.275700003,0.319499999,0.435699999,0.0023
PLGB_HUMAN,0.133300006,0.050999999,0.960500002,0.27579999,0.054499999,0.0243,0.238199994,0.228499994,0.206799999,0.0047
ZN117_HUMAN,0.237200007,0.804199994,0.035599999,0.103299998,0.043299999,0.0003,0.0436,0.071800001,0.0207,0.0134
ZNF90_HUMAN,0.288700014,0.755100012,0.033199999,0.0451,0.061700001,0.001,0.044500001,0.0506,0.032200001,0.0094
EMAL5_HUMAN,0.636200011,0.494300008,0.022700001,0.412800014,0.055799998,0.0074,0.193900004,0.293099999,0.131999999,0.0052
FHI1A_HUMAN,0.666800022,0.306199998,0.0359,0.121600002,0.089000002,0.001,0.189700007,0.326000005,0.354200006,0.0025
WIT1_HUMAN,0.522199988,0.570900023,0.454600006,0.189300001,0.415100008,0.015699999,0.128199995,0.173800007,0.226400003,0.144299999
BSPH1_HUMAN,0.265300006,0.111699998,0.897700012,0.151899993,0.191,0.090599999,0.176400006,0.375400007,0.27579999,0.046999998
SLFN5_HUMAN,0.576499999,0.423900008,0.248199999,0.301800013,0.111900002,0.0037,0.037900001,0.102700002,0.065300003,0.0009
S38AB_HUMAN,0.106799997,0.0451,0.092500001,0.625500023,0.208299994,0.029300001,0.45449999,0.635599971,0.41049999,0.0095
ZN616_HUMAN,0.194600001,0.7949,0.0113,0.063600004,0.109099999,0.001,0.033399999,0.048900001,0.020099999,0.0065
DMWD_HUMAN,0.543799996,0.41929999,0.052499998,0.375400007,0.115800001,0.0021,0.297100008,0.237900004,0.178499997,0.0042
R51A2_HUMAN,0.507200003,0.83950001,0.049600001,0.119000003,0.101000004,0.0019,0.156399995,0.028999999,0.050000001,0.038800001
ABD18_HUMAN,0.457199991,0.290399998,0.0462,0.255699992,0.421900004,0.096299998,0.573000014,0.132599995,0.621399999,0.0111
DIK1C_HUMAN,0.199499995,0.156299993,0.540300012,0.370000005,0.152600005,0.0021,0.574000001,0.324600011,0.851700008,0.033500001
ADIG_HUMAN,0.332300007,0.297600001,0.109099999,0.251300007,0.597000003,0.035100002,0.807099998,0.552699983,0.525399983,0.096199997
SCRN3_HUMAN,0.750800014,0.497799993,0.028999999,0.190599993,0.173999995,0.066200003,0.198300004,0.1219,0.065099999,0.247799993
CF210_HUMAN,0.725499988,0.362100005,0.021,0.124300003,0.416700006,0.024599999,0.042800002,0.031800002,0.067400001,0.0029
ZN816_HUMAN,0.229699999,0.841499984,0.0306,0.0506,0.050799999,0.0012,0.037099998,0.055199999,0.037,0.007
KRIP1_HUMAN,0.604600012,0.689100027,0.300099999,0.131500006,0.313499987,0.042300001,0.184799999,0.277999997,0.176799998,0.024
TMM94_HUMAN,0.186199993,0.160799995,0.016000001,0.648599982,0.104900002,0.0027,0.715300024,0.62440002,0.672299981,0.0072
PSG7_HUMAN,0.379799992,0.1743,0.753199995,0.351999998,0.131799996,0.0029,0.26730001,0.184799999,0.107900001,0.068400003
GAG2B_HUMAN,0.74000001,0.697300017,0.053100001,0.117399998,0.249799997,0.0067,0.115500003,0.045400001,0.057399999,0.004
GAGE5_HUMAN,0.708700001,0.755699992,0.065200001,0.119900003,0.310699999,0.0093,0.128700003,0.065499999,0.049600001,0.005
BAGE1_HUMAN,0.522000015,0.414499998,0.495200008,0.131300002,0.451599985,0.088699996,0.355199993,0.2491,0.310400009,0.057700001
SG2A2_HUMAN,0.158000007,0.195700005,0.694100022,0.093500003,0.183200002,0.0045,0.430400014,0.3046,0.196500003,0.0017
